index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
12504,40-44,Man,Egypt,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 20K, Kaggle 
12588,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K,I do not share my work publicly
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 20K,I do not share my work publicly
12636,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,20K - 50K,I do not share my work publicly
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
12675,25-29,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K,I do not share my work publicly
12758,40-44,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,20K - 50K, GitHub 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
12804,35-39,Man,Russia,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,50K - 100K, Streamlit 
12804,35-39,Man,Russia,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,50K - 100K, Kaggle 
12805,45-49,Prefer not to say,Japan,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,I do not share my work publicly
12819,22-24,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
12819,22-24,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
12836,35-39,Man,South Korea,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Colab 
12843,35-39,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,> 200K, GitHub 
12843,35-39,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,> 200K, Kaggle 
12854,25-29,Man,India,Master’s degree,Business Analyst,Insurance/Risk Assessment,Mid,< 20K,I do not share my work publicly
12901,45-49,Woman,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,100K - 200K,I do not share my work publicly
12905,30-34,Man,India,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, Kaggle 
12946,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
12946,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Mid,< 20K, Personal blog 
12946,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
12946,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,20K - 50K,I do not share my work publicly
12981,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, GitHub 
12981,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, Colab 
13003,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K,I do not share my work publicly
13020,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K, Colab 
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K, GitHub 
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K, Personal blog 
13056,45-49,Man,Russia,Doctoral degree,Business Analyst,Broadcasting/Communications,Junior,< 20K,I do not share my work publicly
13082,60-69,Man,Israel,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 20K,I do not share my work publicly
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,I do not share my work publicly
13113,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Colab 
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K, GitHub 
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K, Kaggle 
13161,40-44,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, GitHub 
13161,40-44,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, Kaggle 
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, NBViewer 
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, GitHub 
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, Personal blog 
13199,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,I do not share my work publicly
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, GitHub 
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Colab 
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K, GitHub 
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Plotly Dash 
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, GitHub 
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Personal blog 
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Kaggle 
13281,45-49,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, GitHub 
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 20K, Plotly Dash 
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 20K, Kaggle 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, GitHub 
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, Kaggle 
13323,25-29,Man,Japan,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,20K - 50K, GitHub 
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
13342,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,I do not share my work publicly
13383,35-39,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K, Shiny 
13393,45-49,Man,India,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 20K, Kaggle 
13399,35-39,Man,China,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
13403,18-21,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K,I do not share my work publicly
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,20K - 50K, GitHub 
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,20K - 50K, Kaggle 
13408,22-24,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, GitHub 
13408,22-24,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Kaggle 
13408,22-24,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Colab 
13436,35-39,Man,India,Master’s degree,Data Analyst,Other,Senior+,20K - 50K, GitHub 
13436,35-39,Man,India,Master’s degree,Data Analyst,Other,Senior+,20K - 50K, Kaggle 
13443,60-69,Man,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior+,50K - 100K,I do not share my work publicly
13450,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
13450,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 20K,I do not share my work publicly
13454,22-24,Man,Taiwan,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K,I do not share my work publicly
13466,18-21,Man,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
13467,30-34,Woman,Canada,Master’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,I do not share my work publicly
13468,40-44,Man,France,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,I do not share my work publicly
13482,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
13483,25-29,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, GitHub 
13483,25-29,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Kaggle 
13484,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
13496,30-34,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,20K - 50K,I do not share my work publicly
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
13520,35-39,Prefer not to say,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K,I do not share my work publicly
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,20K - 50K,Other
13554,18-21,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K, GitHub 
13590,22-24,Woman,South Korea,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Plotly Dash 
13593,22-24,Man,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, GitHub 
13623,45-49,Man,Brazil,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
13629,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
13633,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
13633,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Personal blog 
13681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, GitHub 
13681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Colab 
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,20K - 50K, GitHub 
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,20K - 50K, Personal blog 
13711,40-44,Man,Taiwan,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Personal blog 
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,I do not share my work publicly
13717,45-49,Man,Other,Doctoral degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
13759,50-54,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, GitHub 
13762,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, GitHub 
13762,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, Personal blog 
13762,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, Kaggle 
13789,30-34,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
13838,22-24,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
13838,22-24,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
13857,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K, GitHub 
13903,35-39,Man,Argentina,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 20K, GitHub 
13927,40-44,Man,Other,No formal education past high school,Data Analyst,Academics/Education,Senior,< 20K, GitHub 
13947,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, Kaggle 
13961,25-29,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
13961,25-29,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, GitHub 
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Personal blog 
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Kaggle 
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Colab 
13973,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 20K,I do not share my work publicly
13987,45-49,Man,Poland,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 20K,I do not share my work publicly
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K,I do not share my work publicly
14005,40-44,Man,Australia,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Mid,50K - 100K,I do not share my work publicly
14007,50-54,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,I do not share my work publicly
14015,22-24,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
14015,22-24,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
14035,18-21,Man,China,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Other
14043,40-44,Man,China,I prefer not to answer,Business Analyst,Non-profit/Service,Senior+,< 20K, GitHub 
14043,40-44,Man,China,I prefer not to answer,Business Analyst,Non-profit/Service,Senior+,< 20K, Kaggle 
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Plotly Dash 
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, GitHub 
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Kaggle 
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Colab 
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, GitHub 
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Colab 
14083,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
14139,18-21,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K,I do not share my work publicly
14144,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Other
14154,30-34,Man,Ukraine,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 20K,I do not share my work publicly
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
14170,30-34,Woman,Israel,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,20K - 50K, GitHub 
14170,30-34,Woman,Israel,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,20K - 50K, Kaggle 
14170,30-34,Woman,Israel,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,20K - 50K, Colab 
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Personal blog 
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Colab 
14184,30-34,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,I do not share my work publicly
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Streamlit 
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
14211,30-34,Man,Australia,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, GitHub 
14223,50-54,Man,India,Doctoral degree,Business Analyst,Shipping/Transportation,Mid,20K - 50K,I do not share my work publicly
14234,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior,> 200K, GitHub 
14234,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior,> 200K, Kaggle 
14267,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Plotly Dash 
14267,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
14267,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Kaggle 
14281,30-34,Man,Japan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
14316,25-29,Man,Other,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 20K,I do not share my work publicly
14322,60-69,Man,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 20K,I do not share my work publicly
14345,25-29,Woman,Brazil,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 20K,Other
14350,22-24,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Shiny 
14364,35-39,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,I do not share my work publicly
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Plotly Dash 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Streamlit 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, NBViewer 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, GitHub 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Personal blog 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Kaggle 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Colab 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Shiny 
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, GitHub 
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, Kaggle 
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, Colab 
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K,Other
14411,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,50K - 100K, GitHub 
14411,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,50K - 100K, Personal blog 
14411,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,50K - 100K, Kaggle 
14446,30-34,Man,Saudi Arabia,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K,I do not share my work publicly
14458,35-39,Man,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,I do not share my work publicly
14463,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Kaggle 
14470,18-21,Man,India,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
14470,18-21,Man,India,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
14480,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Mid,< 20K,I do not share my work publicly
14482,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K, GitHub 
14482,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K, Kaggle 
14483,35-39,Man,Taiwan,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,I do not share my work publicly
14491,35-39,Man,Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K,I do not share my work publicly
14493,25-29,Man,India,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
14493,25-29,Man,India,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
14496,50-54,Man,Ireland,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, GitHub 
14496,50-54,Man,Ireland,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, Kaggle 
14500,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, GitHub 
14510,22-24,Man,Singapore,Master’s degree,Business Analyst,Other,Junior,50K - 100K,I do not share my work publicly
14512,45-49,Man,Australia,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,I do not share my work publicly
14524,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K, GitHub 
14529,45-49,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,I do not share my work publicly
14530,30-34,Woman,United States of America,Master’s degree,Data Analyst,Government/Public Service,Mid,100K - 200K, GitHub 
14542,30-34,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K, Kaggle 
14602,40-44,Man,Canada,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Kaggle 
14630,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, GitHub 
14632,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K,I do not share my work publicly
14640,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
14685,30-34,Man,India,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K, Personal blog 
14690,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,< 20K, GitHub 
14690,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,< 20K, Kaggle 
14717,40-44,Man,Russia,Professional doctorate,Data Analyst,Accounting/Finance,Mid,< 20K,I do not share my work publicly
14779,22-24,Man,China,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, GitHub 
14779,22-24,Man,China,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
14780,30-34,Woman,Other,Master’s degree,Business Analyst,Energy/Mining,Junior,20K - 50K, Kaggle 
14810,25-29,Man,Philippines,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K,I do not share my work publicly
14820,70+,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K,I do not share my work publicly
14823,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, GitHub 
14823,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Kaggle 
14825,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
14825,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
14839,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
14842,30-34,Woman,Other,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K,I do not share my work publicly
14864,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Kaggle 
14867,22-24,Man,United States of America,Master’s degree,Data Analyst,Other,Mid,50K - 100K,I do not share my work publicly
14881,45-49,Woman,Canada,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, NBViewer 
14881,45-49,Woman,Canada,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, GitHub 
14881,45-49,Woman,Canada,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Kaggle 
14881,45-49,Woman,Canada,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Shiny 
14885,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K,I do not share my work publicly
14895,50-54,Man,United States of America,No formal education past high school,Data Analyst,Broadcasting/Communications,Mid,50K - 100K,I do not share my work publicly
14915,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
14915,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
14926,22-24,Man,United States of America,Master’s degree,Business Analyst,Other,Senior,50K - 100K, GitHub 
14926,22-24,Man,United States of America,Master’s degree,Business Analyst,Other,Senior,50K - 100K, Kaggle 
14947,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,20K - 50K, Kaggle 
14992,50-54,Man,Spain,No formal education past high school,Business Analyst,Other,Junior,< 20K,I do not share my work publicly
15003,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
