index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, SQL
10256,40-44,Woman,France,Master’s degree,Data Analyst,Academics/Education,Mid,,Python
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, R
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Java
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Python
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K, SQL
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,Python
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K, SQL
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K, Javascript
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Python
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, SQL
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, MATLAB
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Other
10276,30-34,Man,Indonesia,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, R
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, SQL
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, Javascript
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, SQL
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Bash
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, MATLAB
10324,18-21,Prefer not to say,Egypt,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 25K, C
10333,25-29,Man,India,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Other
10342,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Sin experiencia,< 25K,
10343,30-34,Man,Italy,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, SQL
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
10351,22-24,Man,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Mid,50K - 100K,Python
10352,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Python
10354,30-34,Man,Australia,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 25K,
10359,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Python
10359,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, SQL
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, C++
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Other
10382,22-24,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Python
10382,22-24,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, MATLAB
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, R
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Bash
10389,25-29,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,Python
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Python
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, R
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, SQL
10408,18-21,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Senior,< 25K,Python
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
10418,22-24,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Python
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
10442,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
10442,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Python
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, R
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, SQL
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, R
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, C
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, C++
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, Java
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, Javascript
10474,18-21,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
10474,18-21,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, SQL
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,,Python
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,, Other
10512,22-24,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Python
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 25K,Python
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 25K, R
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 25K, SQL
10519,35-39,Man,I do not wish to disclose my location,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,
10530,35-39,Man,Argentina,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 25K,
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Python
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, R
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Java
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Javascript
10533,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K,Python
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K, R
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K, SQL
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K, C
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K, C++
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, R
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, SQL
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, R
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, SQL
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Javascript
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Bash
10559,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Python
10559,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K, SQL
10561,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, R
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, C
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Javascript
10563,45-49,Man,Pakistan,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,25K - 50K,
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Python
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, SQL
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Python
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, SQL
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Java
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Python
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Javascript
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K,Python
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K, R
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K, SQL
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K, Javascript
10588,25-29,Man,India,Master’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,< 25K,
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, R
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
10625,40-44,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,Python
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K,Python
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K, R
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K, Javascript
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K, SQL
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K, C++
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K, MATLAB
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K, SQL
10655,45-49,Nonbinary,United Arab Emirates,Doctoral degree,Business Analyst,Academics/Education,Senior+,< 25K,Python
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,,Python
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,, R
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,, SQL
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Python
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, R
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, SQL
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,,Python
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,, R
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,, SQL
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,, Java
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,,Python
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,, R
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,, SQL
10691,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
10691,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Java
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
10706,25-29,Woman,Kenya,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
10736,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
10744,55-59,Man,Austria,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, C
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, R
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, SQL
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K,Python
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K, SQL
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K,Python
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K, R
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K, SQL
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K, C++
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K, MATLAB
10757,45-49,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,25K - 50K,
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Python
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, SQL
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, C++
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Java
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, MATLAB
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Python
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, R
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, SQL
10787,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,25K - 50K,
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Python
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K, SQL
10811,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Marketing/CRM,Senior+,,Python
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K,Python
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K, R
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K, SQL
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K, Javascript
10826,30-34,Man,United Arab Emirates,No formal education past high school,Business Analyst,Retail/Sales,Junior,100K - 200K,Python
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,Python
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, SQL
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Java
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Python
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, SQL
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Bash
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, MATLAB
10846,35-39,Woman,Switzerland,Master’s degree,Business Analyst,,Senior,, SQL
10846,35-39,Woman,Switzerland,Master’s degree,Business Analyst,,Senior,, Java
10872,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
10872,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Python
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K,Python
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K, SQL
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K, Bash
10886,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, R
10886,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, SQL
10886,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, Other
10892,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, R
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Python
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, SQL
10921,35-39,Man,Poland,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, SQL
10921,35-39,Man,Poland,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, Bash
10937,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
10940,30-34,Man,Japan,Master’s degree,Business Analyst,Other,Junior,50K - 100K,Python
10940,30-34,Man,Japan,Master’s degree,Business Analyst,Other,Junior,50K - 100K, R
10949,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Python
10949,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K, SQL
10962,70+,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,> 200K,Python
10962,70+,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,> 200K, R
10983,22-24,Woman,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Python
10983,22-24,Woman,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, R
10984,22-24,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
11002,60-69,Man,Netherlands,Bachelor’s degree,Data Analyst,Retail/Sales,Senior+,< 25K,Python
11002,60-69,Man,Netherlands,Bachelor’s degree,Data Analyst,Retail/Sales,Senior+,< 25K, SQL
11009,25-29,Woman,Kenya,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
11009,25-29,Woman,Kenya,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, SQL
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, R
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, SQL
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Other
11022,60-69,Man,Germany,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Mid,> 200K, R
11022,60-69,Man,Germany,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Mid,> 200K, Other
11027,45-49,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
11027,45-49,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
11031,30-34,Man,India,Professional doctorate,Business Analyst,Accounting/Finance,Junior,< 25K,Python
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Python
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, SQL
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Bash
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Python
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,, SQL
11064,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Python
11064,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K, SQL
11081,55-59,Man,Belgium,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K,Python
11081,55-59,Man,Belgium,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, SQL
11081,55-59,Man,Belgium,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, Other
11094,35-39,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11094,35-39,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11094,35-39,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 25K, C
11094,35-39,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K,Python
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K, SQL
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K, C
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K, Java
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K, Javascript
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 25K, Bash
11105,35-39,Man,Indonesia,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Java
11105,35-39,Man,Indonesia,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Javascript
11112,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,,Junior,,Python
11112,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,,Junior,, SQL
11112,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,,Junior,, Java
11112,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,,Junior,, Other
11113,50-54,Man,South Korea,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K, R
11113,50-54,Man,South Korea,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K, C
11119,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
11128,18-21,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
11128,18-21,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
11128,18-21,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Java
11155,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
11155,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Javascript
11166,50-54,Prefer not to say,United States of America,Professional doctorate,Data Analyst,Academics/Education,Senior+,< 25K, R
11166,50-54,Prefer not to say,United States of America,Professional doctorate,Data Analyst,Academics/Education,Senior+,< 25K, MATLAB
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, SQL
