index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
12363,35-39,Man,Viet Nam,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Colab Notebooks
12363,35-39,Man,Viet Nam,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
12363,35-39,Man,Viet Nam,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Datalab
12363,35-39,Man,Viet Nam,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Databricks Collaborative Notebooks 
12364,25-29,Woman,Taiwan,Bachelor’s degree,Data Analyst,,Junior,,Colab Notebooks
12391,25-29,Woman,India,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
12417,25-29,Man,Russia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,Colab Notebooks
12430,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
12443,30-34,Man,China,Master’s degree,Business Analyst,Academics/Education,Mid,< 25K, Kaggle Notebooks
12447,25-29,Man,Brazil,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,Colab Notebooks
12451,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,,Colab Notebooks
12451,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,, Binder / JupyterHub 
12451,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
12456,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K, Kaggle Notebooks
12456,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
12456,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Google Cloud Datalab
12475,50-54,Man,Sweden,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K, Kaggle Notebooks
12475,50-54,Man,Sweden,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K, Paperspace / Gradient 
12479,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
12479,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
12489,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K, Binder / JupyterHub 
12490,25-29,Man,Argentina,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
12490,25-29,Man,Argentina,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
12493,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle Notebooks
12498,25-29,Woman,Russia,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Colab Notebooks
12498,25-29,Woman,Russia,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Binder / JupyterHub 
12504,40-44,Man,Egypt,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K, Kaggle Notebooks
12504,40-44,Man,Egypt,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Colab Notebooks
12509,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Government/Public Service,Mid,, Kaggle Notebooks
12551,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
12556,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K, Kaggle Notebooks
12556,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K,Colab Notebooks
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
12603,30-34,Man,Other,Master’s degree,Business Analyst,,Junior,, Kaggle Notebooks
12620,40-44,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,,Colab Notebooks
12636,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,25K - 50K,Other
12639,25-29,Woman,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Azure Notebooks
12661,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
12675,25-29,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K, Binder / JupyterHub 
12679,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
12679,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Colab Notebooks
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Kaggle Notebooks
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Colab Notebooks
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, IBM Watson Studio 
12748,25-29,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Kaggle Notebooks
12748,25-29,Man,India,Bachelor’s degree,Data Analyst,,Junior,, IBM Watson Studio 
12748,25-29,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
12752,30-34,Man,Israel,No formal education past high school,Data Analyst,Accounting/Finance,Senior,50K - 100K,Other
12758,40-44,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K,Azure Notebooks
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
12785,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst,,Senior+,,Other
12804,35-39,Man,Russia,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,50K - 100K, Kaggle Notebooks
12804,35-39,Man,Russia,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,50K - 100K,Colab Notebooks
12805,45-49,Prefer not to say,Japan,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,Colab Notebooks
12806,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,, Kaggle Notebooks
12806,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,,Colab Notebooks
12819,22-24,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
12828,30-34,Man,Viet Nam,Professional doctorate,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
12836,35-39,Man,South Korea,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Colab Notebooks
12839,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,, Kaggle Notebooks
12839,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,,Colab Notebooks
12843,35-39,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,> 200K,Colab Notebooks
12854,25-29,Man,India,Master’s degree,Business Analyst,Insurance/Risk Assessment,Mid,< 25K, Kaggle Notebooks
12854,25-29,Man,India,Master’s degree,Business Analyst,Insurance/Risk Assessment,Mid,< 25K,Colab Notebooks
12861,35-39,Woman,India,Master’s degree,Data Analyst,,Junior,, Binder / JupyterHub 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Kaggle Notebooks
12873,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
12905,30-34,Man,India,Bachelor’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, Kaggle Notebooks
12928,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
12928,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
12928,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
12946,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
12967,30-34,Man,India,I prefer not to answer,Data Analyst,,Junior,, Kaggle Notebooks
12967,30-34,Man,India,I prefer not to answer,Data Analyst,,Junior,,Colab Notebooks
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,Colab Notebooks
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,Google Cloud Datalab
12978,25-29,Woman,Austria,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
12981,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
12989,35-39,Woman,United States of America,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,Azure Notebooks
13020,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Colab Notebooks
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Kaggle Notebooks
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Colab Notebooks
13082,60-69,Man,Israel,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 25K, Kaggle Notebooks
13082,60-69,Man,Israel,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 25K,Colab Notebooks
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K, Kaggle Notebooks
13094,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, Kaggle Notebooks
13097,35-39,Woman,Ukraine,No formal education past high school,Data Analyst,Accounting/Finance,Junior,,Google Cloud Datalab
13104,18-21,Woman,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, Binder / JupyterHub 
13104,18-21,Woman,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, Amazon Sagemaker Studio Notebooks 
13113,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Colab Notebooks
13122,30-34,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,, IBM Watson Studio 
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K, Kaggle Notebooks
13140,35-39,Man,Switzerland,Doctoral degree,Data Analyst,Accounting/Finance,Senior,< 25K, Kaggle Notebooks
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Kaggle Notebooks
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Binder / JupyterHub 
13161,40-44,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K, Kaggle Notebooks
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K, Kaggle Notebooks
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Other
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K, Kaggle Notebooks
13199,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,Colab Notebooks
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
13218,25-29,Woman,France,Master’s degree,Data Analyst,Academics/Education,Junior,,Colab Notebooks
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K, Kaggle Notebooks
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
13251,30-34,Man,Egypt,Master’s degree,Data Analyst,,Junior,, Kaggle Notebooks
13258,40-44,Man,China,No formal education past high school,Business Analyst,Academics/Education,Junior,< 25K, Observable Notebooks 
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Kaggle Notebooks
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Colab Notebooks
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Azure Notebooks
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Databricks Collaborative Notebooks 
13281,45-49,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, Kaggle Notebooks
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K, Kaggle Notebooks
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K, Amazon EMR Notebooks 
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Google Cloud Datalab
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, Kaggle Notebooks
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K,Azure Notebooks
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, Amazon Sagemaker Studio Notebooks 
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K, Databricks Collaborative Notebooks 
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
13383,35-39,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Kaggle Notebooks
13386,40-44,Man,Ukraine,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,25K - 50K, Kaggle Notebooks
13393,45-49,Man,India,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 25K,Colab Notebooks
13403,18-21,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Colab Notebooks
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,Colab Notebooks
13408,22-24,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Kaggle Notebooks
13408,22-24,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Colab Notebooks
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K, Kaggle Notebooks
13436,35-39,Man,India,Master’s degree,Data Analyst,Other,Senior+,25K - 50K, Kaggle Notebooks
13443,60-69,Man,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior+,50K - 100K, Kaggle Notebooks
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
13454,22-24,Man,Taiwan,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K, Paperspace / Gradient 
13454,22-24,Man,Taiwan,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K, Zeppelin / Zepl Notebooks 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
13466,18-21,Man,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13466,18-21,Man,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
13482,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
13483,25-29,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Kaggle Notebooks
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
13496,30-34,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,25K - 50K,Azure Notebooks
13496,30-34,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,25K - 50K,Google Cloud Datalab
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Azure Notebooks
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Paperspace / Gradient 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Code Ocean 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Amazon EMR Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Databricks Collaborative Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Zeppelin / Zepl Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Deepnote Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, Observable Notebooks 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Other
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Binder / JupyterHub 
13507,50-54,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K, Kaggle Notebooks
13507,50-54,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Colab Notebooks
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
13514,22-24,Woman,India,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K, Kaggle Notebooks
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Azure Notebooks
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,25K - 50K, Kaggle Notebooks
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,25K - 50K,Colab Notebooks
13554,18-21,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
13554,18-21,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
13590,22-24,Woman,South Korea,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
13590,22-24,Woman,South Korea,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
13593,22-24,Man,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
13623,45-49,Man,Brazil,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
13629,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13633,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
13633,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
13663,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K, Kaggle Notebooks
13667,30-34,Man,Russia,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,< 25K,Colab Notebooks
13681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Colab Notebooks
13681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Binder / JupyterHub 
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K, Kaggle Notebooks
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Colab Notebooks
13710,35-39,Man,India,Master’s degree,Data Analyst,Other,Senior,< 25K,Other
13711,40-44,Man,Taiwan,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Datalab
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
13723,18-21,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13723,18-21,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
13742,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Kaggle Notebooks
13742,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Colab Notebooks
13743,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
13743,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
13747,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Other
13759,50-54,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Kaggle Notebooks
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K, Kaggle Notebooks
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Azure Notebooks
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
13835,55-59,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Kaggle Notebooks
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, IBM Watson Studio 
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
13838,22-24,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
13842,25-29,Woman,India,Master’s degree,Business Analyst,,Junior,, Databricks Collaborative Notebooks 
13857,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K,Colab Notebooks
13883,22-24,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
13883,22-24,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
13883,22-24,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
13883,22-24,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
13902,18-21,Man,India,Bachelor’s degree,Business Analyst,Energy/Mining,Senior+,< 25K,Other
13903,35-39,Man,Argentina,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, IBM Watson Studio 
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Google Cloud Datalab
13927,40-44,Man,Other,No formal education past high school,Data Analyst,Academics/Education,Senior,< 25K, Binder / JupyterHub 
13927,40-44,Man,Other,No formal education past high school,Data Analyst,Academics/Education,Senior,< 25K, Amazon Sagemaker Studio Notebooks 
13927,40-44,Man,Other,No formal education past high school,Data Analyst,Academics/Education,Senior,< 25K, Zeppelin / Zepl Notebooks 
13929,40-44,Man,South Africa,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Colab Notebooks
13941,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Kaggle Notebooks
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, Kaggle Notebooks
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Colab Notebooks
13947,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Colab Notebooks
13949,18-21,Woman,Indonesia,Bachelor’s degree,Data Analyst,,Junior,,Other
