index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,edX
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,Kaggle Learn Courses
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,DataCamp
12970,50-54,Man,Viet Nam,Master’s degree,Business Analyst,Academics/Education,Senior+,25K - 50K,University Courses (resulting in a university degree)
12981,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Udemy
13003,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Coursera
13020,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Coursera
13020,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Kaggle Learn Courses
13020,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Udemy
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Kaggle Learn Courses
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Udacity
13022,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Udemy
13029,45-49,Woman,France,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,Coursera
13029,45-49,Woman,France,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,LinkedIn Learning
13029,45-49,Woman,France,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,Other
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K,Coursera
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K,edX
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K,DataCamp
13039,45-49,Woman,Sweden,Professional doctorate,Data Analyst,Online Business/Internet-based Sales,Senior,50K - 100K,LinkedIn Learning
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Coursera
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,edX
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,DataCamp
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Udemy
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Coursera
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Udemy
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,Coursera
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,edX
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,Kaggle Learn Courses
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,DataCamp
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,Udemy
13086,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,50K - 100K,University Courses (resulting in a university degree)
13103,22-24,Man,India,Master’s degree,Data Analyst,Other,Sin experiencia,< 25K,Coursera
13103,22-24,Man,India,Master’s degree,Data Analyst,Other,Sin experiencia,< 25K,DataCamp
13103,22-24,Man,India,Master’s degree,Data Analyst,Other,Sin experiencia,< 25K,LinkedIn Learning
13113,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Udemy
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K,Coursera
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K,Kaggle Learn Courses
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K,DataCamp
13134,30-34,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,50K - 100K,Udemy
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,edX
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Kaggle Learn Courses
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,DataCamp
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,LinkedIn Learning
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Udemy
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,University Courses (resulting in a university degree)
13161,40-44,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,50K - 100K,Coursera
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Kaggle Learn Courses
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,DataCamp
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Udemy
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Coursera
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,edX
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Kaggle Learn Courses
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,DataCamp
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,LinkedIn Learning
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,Coursera
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,edX
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,DataCamp
13183,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,Udacity
13198,45-49,Man,Brazil,Doctoral degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,Other
13199,30-34,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,DataCamp
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Coursera
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,DataCamp
13207,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,University Courses (resulting in a university degree)
13217,30-34,Man,China,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Kaggle Learn Courses
13217,30-34,Man,China,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,DataCamp
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K,Coursera
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K,Kaggle Learn Courses
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K,LinkedIn Learning
13223,25-29,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Mid,100K - 200K,University Courses (resulting in a university degree)
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Coursera
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Udacity
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,LinkedIn Learning
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,Coursera
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,Kaggle Learn Courses
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,DataCamp
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,Udemy
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Udemy
13271,25-29,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,University Courses (resulting in a university degree)
13281,45-49,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,University Courses (resulting in a university degree)
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Coursera
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Kaggle Learn Courses
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,DataCamp
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Udemy
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,LinkedIn Learning
13282,25-29,Woman,India,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13305,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
13305,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,DataCamp
13305,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Udemy
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,Coursera
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,Kaggle Learn Courses
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,DataCamp
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,Udacity
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K,Coursera
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K,Kaggle Learn Courses
13319,25-29,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,100K - 200K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13327,30-34,Man,Indonesia,No formal education past high school,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,DataCamp
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
13342,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Junior,25K - 50K,University Courses (resulting in a university degree)
13383,35-39,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,edX
13383,35-39,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
13386,40-44,Man,Ukraine,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,25K - 50K,Kaggle Learn Courses
13393,45-49,Man,India,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 25K,DataCamp
13403,18-21,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Coursera
13403,18-21,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Kaggle Learn Courses
13403,18-21,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Fast.ai
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,Coursera
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,Udemy
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,LinkedIn Learning
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,University Courses (resulting in a university degree)
13405,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,Other
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Coursera
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Other
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Kaggle Learn Courses
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Udemy
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,Coursera
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,Kaggle Learn Courses
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,LinkedIn Learning
13441,25-29,Man,Russia,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Fast.ai
13443,60-69,Man,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior+,50K - 100K,Kaggle Learn Courses
13450,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
13450,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Coursera
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,DataCamp
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Udemy
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13451,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,University Courses (resulting in a university degree)
13454,22-24,Man,Taiwan,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K,Kaggle Learn Courses
13454,22-24,Man,Taiwan,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K,University Courses (resulting in a university degree)
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Kaggle Learn Courses
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,DataCamp
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Udemy
13466,18-21,Man,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
13466,18-21,Man,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,University Courses (resulting in a university degree)
13467,30-34,Woman,Canada,Master’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Udacity
13467,30-34,Woman,Canada,Master’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Udemy
13467,30-34,Woman,Canada,Master’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,University Courses (resulting in a university degree)
13468,40-44,Man,France,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,Coursera
13468,40-44,Man,France,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,Kaggle Learn Courses
13468,40-44,Man,France,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,University Courses (resulting in a university degree)
13482,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Other
13483,25-29,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,LinkedIn Learning
13484,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
13484,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
13484,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,Coursera
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,edX
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,Udemy
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,LinkedIn Learning
13496,30-34,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,25K - 50K,Coursera
13496,30-34,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,25K - 50K,LinkedIn Learning
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,edX
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Fast.ai
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,LinkedIn Learning
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,University Courses (resulting in a university degree)
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Coursera
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Kaggle Learn Courses
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,DataCamp
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Udemy
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,LinkedIn Learning
13507,50-54,Man,Spain,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Kaggle Learn Courses
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udacity
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Kaggle Learn Courses
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Udemy
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,University Courses (resulting in a university degree)
13520,35-39,Prefer not to say,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Coursera
13520,35-39,Prefer not to say,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
13520,35-39,Prefer not to say,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Udemy
13534,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Mid,100K - 200K,edX
13534,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Mid,100K - 200K,Kaggle Learn Courses
13534,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Mid,100K - 200K,DataCamp
13534,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Mid,100K - 200K,Udemy
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,25K - 50K,Kaggle Learn Courses
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,25K - 50K,DataCamp
13550,50-54,Man,India,I prefer not to answer,Business Analyst,Computers/Technology,Senior+,25K - 50K,Other
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Coursera
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Kaggle Learn Courses
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,DataCamp
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Udacity
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Udemy
13559,40-44,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,LinkedIn Learning
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,edX
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
13577,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
13590,22-24,Woman,South Korea,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Coursera
13593,22-24,Man,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Coursera
13593,22-24,Man,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,edX
13593,22-24,Man,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Udemy
13623,45-49,Man,Brazil,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Coursera
13623,45-49,Man,Brazil,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,edX
13623,45-49,Man,Brazil,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Udemy
13629,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
13629,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
13629,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
13633,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
13663,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Coursera
13663,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Kaggle Learn Courses
13663,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,DataCamp
13663,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,LinkedIn Learning
13667,30-34,Man,Russia,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior,< 25K,Coursera
13681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Other
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Coursera
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Kaggle Learn Courses
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Fast.ai
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,LinkedIn Learning
13702,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,University Courses (resulting in a university degree)
13711,40-44,Man,Taiwan,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Udemy
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Coursera
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Kaggle Learn Courses
13712,22-24,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,LinkedIn Learning
13717,45-49,Man,Other,Doctoral degree,Business Analyst,Accounting/Finance,Junior,< 25K,Coursera
13717,45-49,Man,Other,Doctoral degree,Business Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
13717,45-49,Man,Other,Doctoral degree,Business Analyst,Accounting/Finance,Junior,< 25K,Udemy
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,University Courses (resulting in a university degree)
13725,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Other
13742,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Kaggle Learn Courses
13742,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,DataCamp
13742,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Udacity
13743,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
13743,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,DataCamp
13743,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
13747,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Other
13756,25-29,Man,United States of America,Master’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,Coursera
