index,time,age,gender
12232,407,22-24,Man
12233,1033,25-29,Man
12234,128,18-21,Woman
12235,588,40-44,Man
12236,565,30-34,Man
12237,720,35-39,Man
12238,701,55-59,Man
12239,681,35-39,Man
12240,638,18-21,Man
12241,327,18-21,Man
12242,652,30-34,Man
12243,1101,22-24,Man
12244,1208,18-21,Man
12245,498,18-21,Woman
12246,1829,35-39,Woman
12247,243,18-21,Man
12248,845,22-24,Man
12249,524,40-44,Man
12250,906,40-44,Woman
12251,677,22-24,Man
12252,896,30-34,Man
12253,759,40-44,Man
12254,241,22-24,Man
12255,813,60-69,Man
12256,1132,55-59,Man
12257,565,25-29,Man
12258,3056,25-29,Man
12259,4204,30-34,Man
12260,753,18-21,Man
12261,624,45-49,Man
12262,569,22-24,Prefer not to say
12263,417,18-21,Man
12264,577,22-24,Man
12265,308,18-21,Woman
12266,679,40-44,Man
12267,827,40-44,Woman
12268,918,30-34,Woman
12269,1991,18-21,Man
12270,610,25-29,Man
12271,170,40-44,Prefer not to say
12272,1282,18-21,Man
12273,218,18-21,Man
12274,430,25-29,Man
12275,366,22-24,Man
12276,589,55-59,Man
12277,251127,25-29,Prefer not to say
12278,806,25-29,Man
12279,262,22-24,Man
12280,2252,22-24,Woman
12281,237,18-21,Man
12282,706,22-24,Man
12283,783,70+,Woman
12284,1812,35-39,Man
12285,175,18-21,Man
12286,1065,25-29,Man
12287,382,50-54,Woman
12288,779,40-44,Man
12289,698,22-24,Man
12290,494,30-34,Woman
12291,724,18-21,Man
12292,674,18-21,Man
12293,32413,30-34,Man
12294,517975,40-44,Man
12295,177,25-29,Man
12296,5208,30-34,Woman
12297,512,18-21,Woman
12298,977,35-39,Man
12299,1229,30-34,Man
12300,1387,25-29,Man
12301,539,25-29,Man
12302,427,18-21,Man
12303,806,25-29,Woman
12304,656,25-29,Man
12305,1040,30-34,Man
12306,577,18-21,Man
12307,3085,30-34,Man
12308,4650,25-29,Man
12309,428,22-24,Man
12310,3210,55-59,Woman
12311,8182,30-34,Man
12312,721,55-59,Man
12313,1537,35-39,Man
12314,521,22-24,Woman
12315,849,18-21,Man
12316,425,55-59,Man
12317,551,25-29,Man
12318,492,18-21,Man
12319,767,30-34,Man
12320,749,35-39,Man
12321,2408,30-34,Man
12322,428,25-29,Man
12323,1174,45-49,Man
12324,1061,25-29,Man
12325,736,25-29,Man
12326,545,18-21,Man
12327,453,22-24,Woman
12328,1046469,30-34,Man
12329,525,35-39,Man
12330,1067,25-29,Man
12331,186,25-29,Woman
12332,650,25-29,Man
12333,403,25-29,Man
12334,623,35-39,Man
12335,283,18-21,Man
12336,545,22-24,Woman
12337,463,22-24,Man
12338,1584,18-21,Man
12339,659,55-59,Man
12340,51729,35-39,Man
12341,1032,35-39,Man
12342,657,22-24,Man
12343,456,18-21,Man
12344,826,30-34,Man
12345,901,30-34,Man
12346,225020,25-29,Woman
12347,583,25-29,Man
12348,476,35-39,Man
12349,592,18-21,Man
12350,1171,35-39,Man
12351,576,18-21,Man
12352,1772,22-24,Man
12353,623,40-44,Man
12354,794,25-29,Man
12355,579,40-44,Man
12356,337,25-29,Man
12357,656,50-54,Man
12358,491,22-24,Man
12359,47039,40-44,Man
12360,486,18-21,Man
12361,1496,22-24,Man
12362,468,22-24,Man
12363,407,35-39,Man
12364,489,25-29,Woman
12365,1430,18-21,Woman
12366,808,22-24,Man
12367,337,30-34,Woman
12368,2698,35-39,Man
12369,409,18-21,Woman
12370,853,18-21,Woman
12371,701,45-49,Man
12372,691,40-44,Man
12373,1234,25-29,Woman
12374,2844,18-21,Woman
12375,398,22-24,Man
12376,548,18-21,Man
12377,564,22-24,Man
12378,578,22-24,Prefer not to say
12379,536,30-34,Man
12380,1708,35-39,Man
12381,16117,30-34,Man
12382,578,30-34,Man
12383,1304,25-29,Man
12384,630,30-34,Man
12385,3601,22-24,Man
12386,647,30-34,Man
12387,1235,25-29,Man
12388,352,35-39,Prefer not to say
12389,322,18-21,Man
12390,523,55-59,Man
12391,499,25-29,Woman
12392,469,40-44,Man
12393,944,45-49,Man
12394,631,30-34,Man
12395,178,22-24,Woman
12396,761,35-39,Man
12397,895,22-24,Man
12398,5703,25-29,Man
12399,670,60-69,Man
12400,392,18-21,Man
12401,837,30-34,Man
12402,407,30-34,Woman
12403,575,25-29,Man
12404,626,22-24,Man
12405,1539,55-59,Man
12406,869,30-34,Man
12407,1153,25-29,Woman
12408,269,55-59,Man
12409,887,22-24,Man
12410,471,35-39,Woman
12411,631,45-49,Man
12412,344822,60-69,Man
12413,584,18-21,Woman
12414,314,22-24,Man
12415,435,18-21,Man
12416,215,50-54,Man
12417,612,25-29,Man
12418,2418,25-29,Man
12419,769,40-44,Man
12420,462,30-34,Man
12421,539,40-44,Man
12422,345,60-69,Man
12423,1004,25-29,Woman
12424,3464,25-29,Man
12425,909,45-49,Man
12426,2016,25-29,Man
12427,691,50-54,Man
12428,932,25-29,Woman
12429,423,18-21,Man
12430,1010,18-21,Man
12431,705,22-24,Man
12432,411,22-24,Man
12433,1494,35-39,Woman
12434,429,18-21,Man
12435,844,45-49,Man
12436,475,30-34,Man
12437,494,40-44,Man
12438,228,22-24,Woman
12439,396,22-24,Man
12440,251,22-24,Woman
12441,665,25-29,Man
12442,2334,35-39,Man
12443,312,30-34,Man
12444,812,22-24,Man
12445,672,70+,Man
12446,268,22-24,Man
12447,3571,25-29,Man
12448,1559,50-54,Man
12449,461,25-29,Woman
12450,386,40-44,Man
12451,88864,18-21,Man
12452,612,18-21,Man
12453,689,25-29,Man
12454,122,22-24,Woman
12455,259,18-21,Prefer not to say
12456,1297,25-29,Man
12457,1581,22-24,Woman
12458,498,35-39,Man
12459,446,35-39,Man
12460,821,50-54,Man
12461,1604,55-59,Man
12462,1173,35-39,Man
12463,5158,40-44,Man
12464,270,18-21,Man
12465,479,35-39,Man
12466,411,40-44,Man
12467,505,22-24,Man
12468,411,18-21,Man
12469,637,18-21,Man
12470,498,35-39,Woman
12471,13815,40-44,Man
12472,933,25-29,Man
12473,939,25-29,Man
12474,259,22-24,Man
12475,530,50-54,Man
12476,483,25-29,Man
12477,1640,50-54,Man
12478,777,18-21,Man
12479,902,22-24,Man
12480,419,22-24,Man
12481,742,25-29,Man
12482,560,35-39,Prefer not to say
12483,762,25-29,Man
12484,1682,45-49,Woman
12485,484,18-21,Woman
12486,503,35-39,Man
12487,435,45-49,Man
12488,1044,18-21,Man
12489,741,22-24,Man
12490,398,25-29,Man
12491,778,35-39,Man
12492,1013,40-44,Woman
12493,369,22-24,Man
12494,1002,30-34,Man
12495,5427,35-39,Woman
12496,616,30-34,Woman
12497,569,18-21,Man
12498,918,25-29,Woman
12499,408,25-29,Man
12500,418,18-21,Man
12501,1019,45-49,Woman
12502,280,35-39,Man
12503,1046,35-39,Man
12504,770,40-44,Man
12505,8587,25-29,Man
12506,291,22-24,Man
12507,707,18-21,Man
12508,290,45-49,Man
12509,214,35-39,Man
12510,222,18-21,Man
12511,755,25-29,Man
12512,1816,25-29,Man
12513,1043,30-34,Man
12514,745,22-24,Woman
12515,7910,18-21,Man
12516,475,25-29,Man
12517,369,30-34,Woman
12518,808,30-34,Man
12519,542,70+,Man
12520,853,25-29,Man
12521,665,45-49,Man
12522,518,30-34,Man
12523,1034,25-29,Man
12524,1063,22-24,Man
12525,322,18-21,Woman
12526,570,22-24,Man
12527,307,18-21,Woman
12528,921,35-39,Man
12529,579773,35-39,Man
12530,587,22-24,Man
12531,34449,18-21,Man
12532,633,25-29,Man
12533,279,18-21,Woman
12534,159,25-29,Man
12535,816,25-29,Man
12536,538,55-59,Man
12537,482,22-24,Man
12538,679,50-54,Woman
12539,291,22-24,Woman
12540,1842,18-21,Man
12541,952,22-24,Man
12542,291,18-21,Man
12543,900,30-34,Man
12544,188,25-29,Woman
12545,290,18-21,Man
12546,585,22-24,Man
12547,896,25-29,Man
12548,467,25-29,Woman
12549,617,25-29,Man
12550,394,25-29,Man
12551,584,25-29,Man
12552,731,45-49,Man
12553,412,22-24,Man
12554,512,18-21,Woman
12555,3199,25-29,Man
12556,647,22-24,Man
12557,756,18-21,Man
12558,556,18-21,Man
12559,690,25-29,Woman
12560,383,18-21,Man
12561,136,25-29,Man
12562,310,22-24,Woman
12563,500,18-21,Man
12564,471,40-44,Woman
12565,777,22-24,Man
12566,499,18-21,Man
12567,549,30-34,Man
12568,820,18-21,Man
12569,616,22-24,Man
12570,1004,22-24,Man
12571,868,45-49,Woman
12572,296,25-29,Woman
12573,1382,35-39,Man
12574,1643,30-34,Man
12575,935,18-21,Woman
12576,2066902,22-24,Woman
12577,1373,35-39,Man
12578,636,30-34,Man
12579,540,22-24,Woman
12580,549,25-29,Man
12581,292,18-21,Man
12582,1298,25-29,Man
12583,8220,25-29,Man
12584,511,30-34,Man
12585,10368,45-49,Man
12586,1315,45-49,Man
12587,312,18-21,Woman
12588,335,30-34,Man
12589,535,18-21,Man
12590,682136,45-49,Man
12591,240,18-21,Man
12592,2508,45-49,Prefer not to say
12593,384,30-34,Man
12594,485,25-29,Man
12595,469,18-21,Woman
12596,1010,18-21,Man
12597,4580,18-21,Woman
12598,756,25-29,Man
12599,3844,30-34,Woman
12600,390,18-21,Man
12601,472,25-29,Man
12602,2386,30-34,Man
12603,3647,30-34,Man
12604,134,22-24,Woman
12605,325,40-44,Man
12606,385,18-21,Man
12607,569,30-34,Man
12608,3311,40-44,Man
12609,244,18-21,Woman
12610,211,25-29,Man
12611,938,50-54,Man
12612,778,35-39,Woman
12613,756,18-21,Man
12614,460,45-49,Man
12615,863,22-24,Man
12616,1488,25-29,Man
12617,511,25-29,Man
12618,893,30-34,Man
12619,663,25-29,Man
12620,420,40-44,Man
12621,429,40-44,Man
12622,482,22-24,Man
12623,905,25-29,Man
12624,715,25-29,Woman
12625,343,25-29,Man
12626,704,35-39,Man
12627,758,18-21,Woman
12628,256,22-24,Man
12629,539,25-29,Man
12630,416,25-29,Man
12631,1008,25-29,Man
12632,3296,18-21,Man
12633,551,22-24,Man
12634,662,35-39,Woman
12635,553,30-34,Man
12636,1725,25-29,Man
12637,719,40-44,Man
12638,594,18-21,Man
12639,566,25-29,Woman
12640,1678,30-34,Prefer not to say
12641,693,30-34,Man
12642,549,22-24,Man
12643,409,45-49,Man
12644,856,25-29,Man
12645,849,45-49,Man
12646,486,18-21,Man
12647,2315,18-21,Man
12648,870,60-69,Prefer not to say
12649,348,18-21,Woman
12650,351,22-24,Woman
12651,348,22-24,Man
12652,1596,18-21,Woman
12653,685,25-29,Man
12654,318,18-21,Woman
12655,12579,50-54,Man
12656,1218,25-29,Man
12657,425,25-29,Man
12658,1075,18-21,Man
12659,253,18-21,Woman
12660,9158,35-39,Man
12661,877,30-34,Man
12662,345,18-21,Man
12663,545,25-29,Man
12664,358,22-24,Man
12665,1042,30-34,Man
12666,629,30-34,Man
12667,500,18-21,Man
12668,846,22-24,Man
12669,596,35-39,Man
12670,503,25-29,Man
12671,41293,50-54,Man
12672,902,35-39,Man
12673,839,30-34,Man
12674,609,50-54,Man
12675,694,25-29,Man
12676,821,18-21,Man
12677,1091,25-29,Man
12678,266,25-29,Man
12679,788,18-21,Woman
12680,675,50-54,Man
12681,384,18-21,Man
12682,220,18-21,Man
12683,424,25-29,Man
12684,414,25-29,Man
12685,5275,50-54,Man
12686,1331,25-29,Woman
12687,708,30-34,Woman
12688,200,35-39,Man
12689,598,25-29,Man
12690,3038,40-44,Man
12691,280,18-21,Man
12692,614,18-21,Man
12693,737,18-21,Man
12694,544,18-21,Man
12695,392,18-21,Man
12696,885,22-24,Man
12697,244,18-21,Man
12698,1040,25-29,Man
12699,1100,25-29,Man
12700,572,18-21,Prefer not to say
12701,625,30-34,Man
12702,1810,40-44,Man
12703,535,22-24,Woman
12704,486,40-44,Woman
12705,842,18-21,Man
12706,667,45-49,Man
12707,832,50-54,Man
12708,1978,45-49,Woman
12709,18774,22-24,Man
12710,855,25-29,Man
12711,2385,55-59,Man
12712,696,30-34,Man
12713,1120,25-29,Woman
12714,128,40-44,Man
12715,605,45-49,Man
12716,372,25-29,Man
12717,3583,40-44,Man
12718,47072,22-24,Man
12719,479,18-21,Man
12720,389,18-21,Woman
12721,629,35-39,Man
12722,325,18-21,Woman
12723,1560,50-54,Man
12724,328,30-34,Woman
12725,675,70+,Man
12726,281,22-24,Man
12727,464,18-21,Man
12728,1223,22-24,Woman
12729,253,25-29,Man
12730,1310,22-24,Man
12731,286,25-29,Man
12732,936,40-44,Man
12733,835,30-34,Man
12734,1524,22-24,Man
12735,764,30-34,Man
12736,522,25-29,Man
12737,60409,45-49,Man
12738,458,18-21,Man
12739,200,18-21,Man
12740,1118,18-21,Man
12741,482,18-21,Man
12742,494,35-39,Man
12743,609,25-29,Man
12744,351,18-21,Man
12745,957,22-24,Man
12746,528,22-24,Man
12747,1272,35-39,Man
12748,260,25-29,Man
12749,548,35-39,Man
12750,559,25-29,Man
12751,133,25-29,Man
12752,474,30-34,Man
12753,641,35-39,Man
12754,4512,25-29,Woman
12755,387,22-24,Man
12756,1201,50-54,Man
12757,204,18-21,Man
12758,490,40-44,Man
12759,657,35-39,Man
12760,984,25-29,Man
12761,1977,40-44,Man
12762,1696,30-34,Prefer not to say
12763,1207,40-44,Woman
12764,723,22-24,Man
12765,1443,30-34,Man
12766,1075,22-24,Man
12767,767,18-21,Woman
12768,657,25-29,Man
12769,322,18-21,Woman
12770,932,25-29,Man
12771,673,18-21,Man
12772,1085,18-21,Man
12773,1149,22-24,Prefer to self-describe
12774,214,45-49,Man
12775,832,55-59,Woman
12776,457,22-24,Man
12777,448,18-21,Woman
12778,652,40-44,Man
12779,1693,22-24,Man
12780,422,18-21,Man
12781,383,25-29,Man
12782,714,50-54,Man
12783,128,22-24,Woman
12784,526,30-34,Man
12785,246,35-39,Woman
12786,264,18-21,Man
12787,3322,40-44,Woman
12788,634,22-24,Woman
12789,877,35-39,Man
12790,455206,25-29,Man
12791,2989,45-49,Man
12792,27431,25-29,Man
12793,558,30-34,Man
12794,358,18-21,Man
12795,715,35-39,Man
12796,806,25-29,Man
12797,541,30-34,Woman
12798,954,25-29,Man
12799,2376,25-29,Man
12800,485,18-21,Man
12801,140,35-39,Man
12802,1177,18-21,Man
12803,717,22-24,Man
12804,617,35-39,Man
12805,2074,45-49,Prefer not to say
12806,180,35-39,Man
12807,542,18-21,Man
12808,2868,35-39,Man
12809,896,40-44,Woman
12810,609,30-34,Man
12811,213,22-24,Man
12812,368,18-21,Woman
12813,440,18-21,Man
12814,450,22-24,Man
12815,694,22-24,Woman
12816,710,18-21,Man
12817,519,25-29,Man
12818,855,35-39,Man
12819,265,22-24,Man
12820,1606,35-39,Woman
12821,1944,45-49,Man
12822,601,25-29,Man
12823,349,35-39,Woman
12824,264,22-24,Woman
12825,193,25-29,Woman
12826,684,30-34,Man
12827,749,25-29,Man
12828,1082,30-34,Man
12829,185,18-21,Man
12830,846,22-24,Woman
12831,218,22-24,Woman
12832,1118,18-21,Man
12833,1807,25-29,Woman
12834,182,18-21,Man
12835,1497,22-24,Man
12836,1131,35-39,Man
12837,689,25-29,Man
12838,291,18-21,Woman
12839,333,25-29,Man
12840,432,25-29,Man
12841,1172,35-39,Man
12842,6759,30-34,Man
12843,257,35-39,Man
12844,341,22-24,Man
12845,200,22-24,Man
12846,548,50-54,Man
12847,691,22-24,Man
12848,357,35-39,Man
12849,734,30-34,Man
12850,277,22-24,Man
12851,632,45-49,Man
12852,6364,70+,Man
12853,829,50-54,Man
12854,520,25-29,Man
12855,819,25-29,Man
12856,634,40-44,Man
12857,1062,40-44,Man
12858,669,35-39,Man
12859,16170,25-29,Woman
12860,818,40-44,Man
12861,451,35-39,Woman
12862,915,18-21,Man
12863,530,35-39,Man
12864,487,55-59,Woman
12865,685,45-49,Man
12866,594,35-39,Man
12867,662,60-69,Man
12868,553,22-24,Man
12869,667,25-29,Woman
12870,233,22-24,Man
12871,558,25-29,Man
12872,1159,40-44,Man
12873,637,22-24,Man
12874,1284,22-24,Man
12875,504,35-39,Man
12876,599,22-24,Woman
12877,670,40-44,Man
12878,950,25-29,Man
12879,1110,22-24,Man
12880,1688,30-34,Woman
12881,351,18-21,Man
12882,277,18-21,Man
12883,6650,18-21,Woman
12884,483,50-54,Man
12885,1436,55-59,Man
12886,1120,18-21,Man
12887,482,40-44,Woman
12888,693,18-21,Man
12889,693,25-29,Man
12890,438,18-21,Man
12891,466,18-21,Man
12892,454,22-24,Man
12893,616,55-59,Man
12894,1142,60-69,Man
12895,129,25-29,Man
12896,579,22-24,Man
12897,751,30-34,Man
12898,1656,22-24,Man
12899,882,35-39,Man
12900,663,18-21,Man
12901,487,45-49,Woman
12902,458,30-34,Man
12903,485,18-21,Man
12904,13927,22-24,Man
12905,420,30-34,Man
12906,155,18-21,Man
12907,1686,30-34,Prefer not to say
12908,1040,55-59,Man
12909,1203,55-59,Man
12910,995,30-34,Man
12911,1538,30-34,Man
12912,2459,18-21,Woman
12913,441,18-21,Man
12914,517,30-34,Prefer not to say
12915,1039,40-44,Man
12916,348,25-29,Man
12917,559,35-39,Man
12918,85917,30-34,Man
12919,2720,55-59,Man
12920,1100,40-44,Man
12921,488,25-29,Man
12922,2554,25-29,Man
12923,509,35-39,Man
12924,470,30-34,Man
12925,327,18-21,Man
12926,325,18-21,Man
12927,1078,25-29,Man
12928,586,22-24,Man
12929,716,25-29,Man
12930,319,18-21,Man
12931,1578,25-29,Woman
12932,1410,30-34,Woman
12933,416,55-59,Man
12934,988,30-34,Man
12935,750,25-29,Man
12936,1544,30-34,Man
12937,373,30-34,Man
12938,525,30-34,Man
12939,424,35-39,Woman
12940,2794,18-21,Man
12941,520,35-39,Man
12942,297,18-21,Man
12943,7919,25-29,Man
12944,669,50-54,Man
12945,370,25-29,Man
12946,883,25-29,Man
12947,1261,18-21,Man
12948,664,25-29,Man
12949,583,60-69,Man
12950,1193,18-21,Man
12951,2929,22-24,Man
12952,478,30-34,Woman
12953,1590,40-44,Man
12954,767,22-24,Man
12955,540,30-34,Woman
12956,736,22-24,Woman
12957,885,22-24,Man
12958,914,45-49,Man
12959,835,25-29,Man
12960,6592,18-21,Man
12961,1260,40-44,Man
12962,413,25-29,Man
12963,323,25-29,Man
12964,376,50-54,Man
12965,418,30-34,Man
12966,335,22-24,Man
12967,8926,30-34,Man
12968,1062,25-29,Woman
12969,1224,30-34,Man
12970,1007,50-54,Man
12971,135,18-21,Woman
12972,1633,35-39,Man
12973,134,22-24,Woman
12974,259,18-21,Man
12975,985,25-29,Man
12976,218,25-29,Woman
12977,600,25-29,Man
12978,190,25-29,Woman
12979,210,18-21,Woman
12980,579,60-69,Prefer not to say
12981,716,25-29,Woman
12982,1402,35-39,Woman
12983,2978,50-54,Man
12984,441,22-24,Man
12985,519,30-34,Man
12986,2999,18-21,Man
12987,566,35-39,Man
12988,941,25-29,Man
12989,346,35-39,Woman
12990,1278,18-21,Man
12991,492,40-44,Man
12992,1751,40-44,Man
12993,890,40-44,Man
12994,411,25-29,Woman
12995,214,18-21,Man
12996,720,35-39,Man
12997,264,18-21,Man
12998,2393,60-69,Man
12999,776,35-39,Man
13000,913,18-21,Man
13001,667,30-34,Man
13002,1400,50-54,Man
13003,1137,25-29,Man
13004,1603,18-21,Man
13005,645,18-21,Man
13006,323,18-21,Man
13007,256,18-21,Man
13008,721,45-49,Man
13009,701,40-44,Man
13010,425,50-54,Man
13011,1090,30-34,Man
13012,547,60-69,Man
13013,1717,35-39,Man
13014,1106,18-21,Man
13015,829,55-59,Man
13016,422,45-49,Man
13017,416,22-24,Man
13018,231,30-34,Man
13019,665,30-34,Woman
13020,1246,45-49,Man
13021,325,18-21,Woman
13022,616,30-34,Man
13023,693,40-44,Man
13024,291,18-21,Man
13025,380,22-24,Man
13026,632,45-49,Man
13027,398,18-21,Man
13028,569,18-21,Man
13029,4941,45-49,Woman
13030,415,25-29,Prefer not to say
13031,204,18-21,Woman
13032,629,40-44,Man
13033,776,25-29,Man
13034,1374,35-39,Man
13035,682,18-21,Man
13036,515,35-39,Man
13037,242,25-29,Man
13038,1373,25-29,Man
13039,394,45-49,Woman
13040,573,70+,Man
13041,1053,25-29,Man
13042,1370,55-59,Man
13043,2146,50-54,Man
13044,483,35-39,Man
13045,217,18-21,Man
13046,298,25-29,Man
13047,726,30-34,Man
13048,889,50-54,Woman
13049,515,22-24,Prefer to self-describe
13050,419,22-24,Man
13051,874,25-29,Man
13052,603,22-24,Woman
13053,363,30-34,Man
13054,1079,22-24,Man
13055,622,55-59,Man
13056,984,45-49,Man
13057,9192,45-49,Woman
13058,464,30-34,Man
13059,154,18-21,Man
13060,855,35-39,Woman
13061,110909,22-24,Woman
13062,297,18-21,Man
13063,9297,22-24,Woman
13064,4355,30-34,Man
13065,660,25-29,Man
13066,839,35-39,Man
13067,849,35-39,Man
13068,993,40-44,Man
13069,569,18-21,Man
13070,410,25-29,Man
13071,588,45-49,Man
13072,629,35-39,Man
13073,187,25-29,Man
13074,1372,25-29,Man
13075,335,18-21,Man
13076,484,22-24,Prefer to self-describe
13077,624,22-24,Man
13078,1476,30-34,Woman
13079,1075,40-44,Man
13080,323,45-49,Man
13081,496,25-29,Man
13082,1418,60-69,Man
13083,418,18-21,Man
13084,347,22-24,Man
13085,231,25-29,Man
13086,1051,60-69,Man
13087,595,25-29,Man
13088,436,25-29,Woman
13089,437,18-21,Man
13090,767,30-34,Man
13091,586,35-39,Woman
13092,609,22-24,Man
13093,1360,50-54,Man
13094,207,22-24,Man
13095,564,25-29,Man
13096,414,18-21,Man
13097,306,35-39,Woman
13098,353,35-39,Man
13099,70277,30-34,Woman
13100,284,18-21,Woman
13101,440,18-21,Man
13102,537,22-24,Man
13103,474,22-24,Man
13104,832,18-21,Woman
13105,572,22-24,Man
13106,550,25-29,Man
13107,744,35-39,Man
13108,17276,35-39,Man
13109,401,22-24,Man
13110,830,55-59,Woman
13111,1064,40-44,Man
13112,656,18-21,Man
13113,913,35-39,Man
13114,301,18-21,Woman
13115,910,25-29,Woman
13116,896,25-29,Man
13117,1003,18-21,Man
13118,295,30-34,Man
13119,5006,30-34,Man
13120,350,30-34,Man
13121,968,22-24,Woman
13122,231,30-34,Woman
13123,319,18-21,Woman
13124,214,18-21,Man
13125,572,30-34,Man
13126,736,22-24,Man
13127,225,22-24,Man
13128,508,22-24,Woman
13129,1364,40-44,Man
13130,3554,45-49,Man
13131,333,18-21,Man
13132,524,25-29,Man
13133,502,25-29,Man
13134,9675,30-34,Man
13135,957,40-44,Man
13136,320,22-24,Man
13137,290,35-39,Man
13138,876,22-24,Woman
13139,632,25-29,Man
13140,471,35-39,Man
13141,596,55-59,Man
13142,501,35-39,Woman
13143,955,35-39,Man
13144,1671,25-29,Man
13145,255,18-21,Man
13146,14137,25-29,Man
13147,584,22-24,Woman
13148,568,18-21,Woman
13149,2650,25-29,Man
13150,489,30-34,Man
13151,187,18-21,Man
13152,1409,25-29,Woman
13153,336,25-29,Man
13154,202,18-21,Man
13155,4823,60-69,Man
13156,897,45-49,Man
13157,937,35-39,Man
13158,1117,25-29,Man
13159,405,25-29,Man
13160,366,25-29,Man
13161,484,40-44,Prefer not to say
13162,178,22-24,Man
13163,517398,18-21,Man
13164,737,35-39,Man
13165,3535,22-24,Man
13166,2243,25-29,Man
13167,541,60-69,Man
13168,748,50-54,Man
13169,1074,25-29,Man
13170,467,22-24,Man
13171,774,22-24,Man
13172,441,25-29,Woman
13173,331,18-21,Man
13174,1501,45-49,Man
13175,694,35-39,Man
13176,6944,25-29,Woman
13177,1179,35-39,Woman
13178,509,22-24,Man
13179,94567,22-24,Man
13180,965,45-49,Man
13181,964,30-34,Woman
13182,641,25-29,Man
13183,1195,30-34,Man
13184,218,30-34,Man
13185,526,25-29,Man
13186,2335,35-39,Man
13187,728,25-29,Woman
13188,253,35-39,Man
13189,1102,60-69,Man
13190,1480,22-24,Man
13191,276,25-29,Man
13192,455,18-21,Man
13193,497,35-39,Man
13194,331,25-29,Man
13195,445,18-21,Woman
13196,1074,18-21,Woman
13197,964,35-39,Man
13198,1077,45-49,Man
13199,599,30-34,Man
13200,175,22-24,Man
13201,1024,50-54,Man
13202,612,25-29,Man
13203,564,18-21,Man
13204,1218,35-39,Man
13205,496,25-29,Man
13206,265,25-29,Man
13207,1148,22-24,Woman
13208,709,22-24,Man
13209,644,25-29,Woman
13210,399,18-21,Man
13211,626,22-24,Woman
13212,866,35-39,Woman
13213,490,25-29,Woman
13214,819,25-29,Man
13215,513,25-29,Man
13216,718,25-29,Man
13217,1123,30-34,Man
13218,380,25-29,Woman
13219,553,22-24,Man
13220,3201,18-21,Man
13221,8202,22-24,Woman
13222,337,22-24,Man
13223,712,25-29,Man
13224,501,50-54,Man
13225,315,18-21,Man
13226,872,55-59,Man
13227,558,55-59,Man
13228,164929,18-21,Man
13229,360,18-21,Man
13230,884,18-21,Man
13231,325,22-24,Man
13232,634,35-39,Man
13233,507,25-29,Man
13234,865,40-44,Man
13235,658,35-39,Man
13236,176,25-29,Woman
13237,1476,60-69,Man
13238,397,22-24,Man
13239,558,40-44,Woman
13240,1953,30-34,Man
13241,868,30-34,Man
13242,521,35-39,Nonbinary
13243,762,22-24,Man
13244,1310,45-49,Man
13245,445,30-34,Man
13246,697,22-24,Woman
13247,544,35-39,Man
13248,998,30-34,Woman
13249,44887,22-24,Woman
13250,529,30-34,Man
13251,142,30-34,Man
13252,984,35-39,Man
13253,3185,25-29,Prefer not to say
13254,918,40-44,Man
13255,882,30-34,Man
13256,985,55-59,Man
13257,440,22-24,Man
13258,191,40-44,Man
13259,285,25-29,Man
13260,161,18-21,Woman
13261,737,18-21,Woman
13262,1337,35-39,Man
13263,1011,30-34,Man
13264,1130,40-44,Man
13265,684,18-21,Man
13266,280,18-21,Man
13267,4932,18-21,Man
13268,1360,18-21,Man
13269,975,55-59,Man
13270,355,22-24,Man
13271,743,25-29,Man
13272,414,18-21,Man
13273,204,22-24,Woman
13274,145,18-21,Woman
13275,426,22-24,Man
13276,445,22-24,Man
13277,347,18-21,Man
13278,1962,35-39,Man
13279,440,25-29,Man
13280,440,18-21,Man
13281,730,45-49,Man
13282,671,25-29,Woman
13283,921,45-49,Man
13284,728,22-24,Woman
13285,141,22-24,Man
13286,641,22-24,Man
13287,4661,50-54,Prefer not to say
13288,564,25-29,Man
13289,2112,30-34,Woman
13290,1136,25-29,Woman
13291,582,30-34,Man
13292,1516,22-24,Man
13293,479,30-34,Man
13294,460,18-21,Man
13295,1383,40-44,Woman
13296,516,40-44,Man
13297,593,22-24,Man
13298,1391,45-49,Man
13299,679,40-44,Woman
13300,874,45-49,Man
13301,183,25-29,Man
13302,730,18-21,Woman
13303,70902,22-24,Man
13304,1577,22-24,Man
13305,452,25-29,Man
13306,272,18-21,Man
13307,583,25-29,Man
13308,594,60-69,Man
13309,478,18-21,Man
13310,364,22-24,Woman
13311,231,18-21,Man
13312,1225,25-29,Woman
13313,715,22-24,Woman
13314,595,18-21,Woman
13315,411,22-24,Man
13316,771,50-54,Man
13317,899,50-54,Man
13318,3792,25-29,Man
13319,1159,25-29,Man
13320,1093,18-21,Woman
13321,668,25-29,Woman
13322,1320,22-24,Man
13323,533,25-29,Man
13324,524,22-24,Man
13325,683,70+,Man
13326,433,22-24,Man
13327,1216359,30-34,Man
13328,990,25-29,Man
13329,606,40-44,Man
13330,2271,30-34,Man
13331,1237,18-21,Man
13332,471,22-24,Man
13333,489,18-21,Man
13334,728,25-29,Man
13335,447,35-39,Man
13336,3983,25-29,Woman
13337,1480,22-24,Man
13338,126,18-21,Man
13339,3297,18-21,Man
13340,1418,40-44,Man
13341,1276,22-24,Man
13342,535,35-39,Man
13343,2218,22-24,Man
13344,283,18-21,Man
