index,age,gender,country,education,role,field,cat_experience,cat_salary,visual
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Matplotlib 
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Seaborn 
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Plotly / Plotly Express 
10256,40-44,Woman,France,Master’s degree,Data Analyst,Academics/Education,Mid,, None
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Seaborn 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Plotly / Plotly Express 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Ggplot / ggplot2 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,D3 js 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Bokeh 
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K, Matplotlib 
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Seaborn 
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Plotly / Plotly Express 
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Ggplot / ggplot2 
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Matplotlib 
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Seaborn 
10276,30-34,Man,Indonesia,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 20K,
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, Matplotlib 
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K,Seaborn 
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
10324,18-21,Prefer not to say,Egypt,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 20K, None
10333,25-29,Man,India,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Matplotlib 
10333,25-29,Man,India,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K,Altair 
10342,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Sin experiencia,< 20K,
10343,30-34,Man,Italy,Master’s degree,Data Analyst,Shipping/Transportation,Junior,20K - 50K, Matplotlib 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Ggplot / ggplot2 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Geoplotlib 
10351,22-24,Man,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Mid,50K - 100K, Matplotlib 
10351,22-24,Man,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Mid,50K - 100K,Plotly / Plotly Express 
10352,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Geoplotlib 
10354,30-34,Man,Australia,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 20K,
10359,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, None
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Other
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Matplotlib 
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Seaborn 
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Bokeh 
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Other
10382,22-24,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, None
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Seaborn 
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Plotly / Plotly Express 
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Ggplot / ggplot2 
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Bokeh 
10389,25-29,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,, None
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Ggplot / ggplot2 
10408,18-21,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Senior,< 20K, Matplotlib 
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
10418,22-24,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K,Plotly / Plotly Express 
10418,22-24,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K,Geoplotlib 
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
10442,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K, Matplotlib 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K,Seaborn 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 20K,Ggplot / ggplot2 
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K,Ggplot / ggplot2 
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K,Shiny 
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K,D3 js 
10474,18-21,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,Ggplot / ggplot2 
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,, Matplotlib 
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,,Seaborn 
10512,22-24,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,, Matplotlib 
10512,22-24,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Seaborn 
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 20K,Seaborn 
10519,35-39,Man,I do not wish to disclose my location,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 20K,
10530,35-39,Man,Argentina,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 20K,
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Ggplot / ggplot2 
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
10533,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 20K,
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,20K - 50K, Matplotlib 
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,20K - 50K,Ggplot / ggplot2 
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Ggplot / ggplot2 
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Shiny 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,Seaborn 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K,Ggplot / ggplot2 
10559,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Matplotlib 
10559,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 20K,Seaborn 
10561,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 20K,
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Ggplot / ggplot2 
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 20K,D3 js 
10563,45-49,Man,Pakistan,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,20K - 50K,
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, Matplotlib 
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Seaborn 
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Bokeh 
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, None
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Matplotlib 
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Seaborn 
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Plotly / Plotly Express 
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Ggplot / ggplot2 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,20K - 50K, Matplotlib 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,20K - 50K,Seaborn 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,20K - 50K,Plotly / Plotly Express 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,20K - 50K,Ggplot / ggplot2 
10588,25-29,Man,India,Master’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,< 20K,
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Plotly / Plotly Express 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Ggplot / ggplot2 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Shiny 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,D3 js 
10625,40-44,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K, Matplotlib 
10625,40-44,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K,Seaborn 
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 20K, Matplotlib 
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 20K,Seaborn 
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 20K,Plotly / Plotly Express 
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K,Ggplot / ggplot2 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K, Matplotlib 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K,Seaborn 
10655,45-49,Nonbinary,United Arab Emirates,Doctoral degree,Business Analyst,Academics/Education,Senior+,< 20K,Altair 
10655,45-49,Nonbinary,United Arab Emirates,Doctoral degree,Business Analyst,Academics/Education,Senior+,< 20K,Leaflet / Folium 
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,, Matplotlib 
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,,Seaborn 
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Seaborn 
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Ggplot / ggplot2 
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,,Seaborn 
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,,Ggplot / ggplot2 
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,,Shiny 
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,, Matplotlib 
10691,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, None
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
10706,25-29,Woman,Kenya,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 20K,
10736,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 20K,
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
10744,55-59,Man,Austria,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, None
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Ggplot / ggplot2 
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K, Matplotlib 
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K,Seaborn 
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,20K - 50K, Matplotlib 
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,20K - 50K,Plotly / Plotly Express 
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,20K - 50K,Shiny 
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,20K - 50K,Leaflet / Folium 
10757,45-49,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,20K - 50K,
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, Matplotlib 
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,Seaborn 
10787,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,20K - 50K,
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,D3 js 
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K, Matplotlib 
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,Seaborn 
10811,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Marketing/CRM,Senior+,, Matplotlib 
10811,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Marketing/CRM,Senior+,,Seaborn 
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 20K,Seaborn 
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 20K,Ggplot / ggplot2 
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 20K,Shiny 
10826,30-34,Man,United Arab Emirates,No formal education past high school,Business Analyst,Retail/Sales,Junior,100K - 200K, None
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 20K, Matplotlib 
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 20K,Seaborn 
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Matplotlib 
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Seaborn 
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Plotly / Plotly Express 
10846,35-39,Woman,Switzerland,Master’s degree,Business Analyst,,Senior,,
10872,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
10872,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Matplotlib 
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Seaborn 
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Plotly / Plotly Express 
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Bokeh 
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K, None
10886,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,Plotly / Plotly Express 
10892,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Matplotlib 
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Seaborn 
10921,35-39,Man,Poland,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 20K, None
10937,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,< 20K,
10940,30-34,Man,Japan,Master’s degree,Business Analyst,Other,Junior,50K - 100K, Matplotlib 
10940,30-34,Man,Japan,Master’s degree,Business Analyst,Other,Junior,50K - 100K,Seaborn 
10940,30-34,Man,Japan,Master’s degree,Business Analyst,Other,Junior,50K - 100K,Ggplot / ggplot2 
10949,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 20K, Matplotlib 
10949,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 20K,Seaborn 
10962,70+,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,> 200K, Matplotlib 
10962,70+,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,> 200K,Ggplot / ggplot2 
10983,22-24,Woman,India,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, Matplotlib 
10984,22-24,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 20K,
11002,60-69,Man,Netherlands,Bachelor’s degree,Data Analyst,Retail/Sales,Senior+,< 20K, Matplotlib 
11002,60-69,Man,Netherlands,Bachelor’s degree,Data Analyst,Retail/Sales,Senior+,< 20K,Seaborn 
11009,25-29,Woman,Kenya,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
11009,25-29,Woman,Kenya,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K, Matplotlib 
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K,Plotly / Plotly Express 
11020,30-34,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K,Ggplot / ggplot2 
11022,60-69,Man,Germany,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Mid,> 200K, None
11027,45-49,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
11027,45-49,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Seaborn 
11031,30-34,Man,India,Professional doctorate,Business Analyst,Accounting/Finance,Junior,< 20K, None
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Matplotlib 
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Seaborn 
11054,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Plotly / Plotly Express 
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,, Matplotlib 
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Seaborn 
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Plotly / Plotly Express 
11058,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Ggplot / ggplot2 
11064,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
11064,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 20K,Seaborn 
11081,55-59,Man,Belgium,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, Matplotlib 
11081,55-59,Man,Belgium,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,50K - 100K,Seaborn 
11094,35-39,Man,Bangladesh,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 20K, None
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 20K, Matplotlib 
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Seaborn 
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Plotly / Plotly Express 
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Ggplot / ggplot2 
11104,25-29,Man,Brazil,Doctoral degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Shiny 
11105,35-39,Man,Indonesia,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, None
11112,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,,Junior,, None
11113,50-54,Man,South Korea,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,Ggplot / ggplot2 
11113,50-54,Man,South Korea,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,Shiny 
11119,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
11119,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 20K,Seaborn 
11128,18-21,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
11128,18-21,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
11155,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
11155,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
11155,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Plotly / Plotly Express 
11166,50-54,Prefer not to say,United States of America,Professional doctorate,Data Analyst,Academics/Education,Senior+,< 20K, None
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
11168,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Ggplot / ggplot2 
11171,50-54,Man,Spain,Master’s degree,Business Analyst,Government/Public Service,Sin experiencia,50K - 100K,
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
