index,age,gender,country,education,role,field,cat_experience,cat_salary,cod_env
10165,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
10169,35-39,Woman,Australia,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,JupyterLab 
10169,35-39,Woman,Australia,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,PyCharm 
10169,35-39,Woman,Australia,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Spyder
10169,35-39,Woman,Australia,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Jupyter Notebook
10172,45-49,Woman,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,,Visual Studio 
10172,45-49,Woman,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,,Visual Studio Code (VSCode) 
10172,45-49,Woman,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,, Notepad++
10176,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio 
10176,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
10176,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Notepad++
10176,25-29,Woman,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MATLAB 
10188,40-44,Man,Italy,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Visual Studio 
10188,40-44,Man,Italy,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,PyCharm 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,JupyterLab 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,RStudio 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,Visual Studio 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,Visual Studio Code (VSCode) 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,PyCharm 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, Spyder
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, Notepad++
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, Sublime Text
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,, Vim / Emacs
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,MATLAB 
10194,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,,Junior,,Jupyter Notebook
10212,40-44,Man,Mexico,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,25K - 50K,RStudio 
10212,40-44,Man,Mexico,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,25K - 50K, Spyder
10212,40-44,Man,Mexico,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,25K - 50K,Jupyter Notebook
10223,25-29,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
10223,25-29,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MATLAB 
10223,25-29,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10226,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,JupyterLab 
10226,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,RStudio 
10226,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Spyder
10226,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,Jupyter Notebook
10230,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
10230,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
10230,18-21,Man,Viet Nam,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K, Notepad++
10238,30-34,Man,India,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,PyCharm 
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Spyder
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Sublime Text
10251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Jupyter Notebook
10256,40-44,Woman,France,Master’s degree,Data Analyst,Academics/Education,Mid,, Spyder
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,JupyterLab 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,RStudio 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Visual Studio Code (VSCode) 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,PyCharm 
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Spyder
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Notepad++
10263,25-29,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
10268,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Jupyter Notebook
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K, Spyder
10270,35-39,Man,Egypt,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,JupyterLab 
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,PyCharm 
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Spyder
10272,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Jupyter Notebook
10276,30-34,Man,Indonesia,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K,RStudio 
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K,Visual Studio 
10289,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K,PyCharm 
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,JupyterLab 
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,MATLAB 
10307,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
10324,18-21,Prefer not to say,Egypt,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio 
10333,25-29,Man,India,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Sublime Text
10333,25-29,Man,India,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Jupyter Notebook
10342,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Sin experiencia,< 25K,
10343,30-34,Man,Italy,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Visual Studio 
10343,30-34,Man,Italy,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,RStudio 
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Spyder
10344,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
10351,22-24,Man,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Mid,50K - 100K, Sublime Text
10351,22-24,Man,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Mid,50K - 100K,Jupyter Notebook
10352,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Visual Studio Code (VSCode) 
10352,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,MATLAB 
10354,30-34,Man,Australia,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 25K,
10359,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,JupyterLab 
10359,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Jupyter Notebook
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Spyder
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Notepad++
10361,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Notepad++
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Sublime Text
10376,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Jupyter Notebook
10382,22-24,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, None
10385,30-34,Man,Kenya,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Visual Studio 
10389,25-29,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,PyCharm 
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,JupyterLab 
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,RStudio 
10397,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Jupyter Notebook
10408,18-21,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Senior,< 25K,PyCharm 
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PyCharm 
10409,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
10418,22-24,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K, Spyder
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
10433,25-29,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10442,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,RStudio 
10442,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,JupyterLab 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,RStudio 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Visual Studio 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Visual Studio Code (VSCode) 
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Notepad++
10452,22-24,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Jupyter Notebook
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K,RStudio 
10453,45-49,Man,Australia,Doctoral degree,Data Analyst,Academics/Education,Senior+,25K - 50K, Other
10474,18-21,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,, Spyder
10480,40-44,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,,Jupyter Notebook
10512,22-24,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,JupyterLab 
10512,22-24,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,PyCharm 
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 25K, Notepad++
10517,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Academics/Education,Mid,< 25K,Jupyter Notebook
10519,35-39,Man,I do not wish to disclose my location,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,
10530,35-39,Man,Argentina,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,< 25K,
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,RStudio 
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Spyder
10531,22-24,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Jupyter Notebook
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
10532,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10533,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
10535,25-29,Prefer not to say,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Senior,25K - 50K,RStudio 
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,RStudio 
10542,40-44,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Jupyter Notebook
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,JupyterLab 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,RStudio 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Visual Studio 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
10558,35-39,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
10559,25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Visual Studio Code (VSCode) 
10561,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,RStudio 
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Visual Studio 
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Notepad++
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Sublime Text
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Vim / Emacs
10562,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
10563,45-49,Man,Pakistan,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,25K - 50K,
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Visual Studio 
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, Spyder
10565,40-44,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Jupyter Notebook
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Spyder
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Notepad++
10574,40-44,Man,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K, Sublime Text
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Visual Studio 
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,PyCharm 
10575,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Jupyter Notebook
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K,JupyterLab 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K,RStudio 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K,Visual Studio Code (VSCode) 
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K, Notepad++
10584,25-29,Man,Other,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,25K - 50K,Jupyter Notebook
10588,25-29,Man,India,Master’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,< 25K,
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
10606,30-34,Man,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,RStudio 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,PyCharm 
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Sublime Text
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Vim / Emacs
10623,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
10625,40-44,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,Jupyter Notebook
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K,RStudio 
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K,PyCharm 
10630,45-49,Man,Argentina,Master’s degree,Business Analyst,Retail/Sales,Senior,< 25K,Jupyter Notebook
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,RStudio 
10644,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 25K,MATLAB 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K,Visual Studio 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K,Visual Studio Code (VSCode) 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K,MATLAB 
10648,30-34,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,> 200K,Jupyter Notebook
10655,45-49,Nonbinary,United Arab Emirates,Doctoral degree,Business Analyst,Academics/Education,Senior+,< 25K,Visual Studio Code (VSCode) 
10655,45-49,Nonbinary,United Arab Emirates,Doctoral degree,Business Analyst,Academics/Education,Senior+,< 25K, Sublime Text
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,,RStudio 
10659,18-21,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,,Jupyter Notebook
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Spyder
10663,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Jupyter Notebook
10667,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,,RStudio 
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,,Visual Studio 
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,,Visual Studio Code (VSCode) 
10686,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,,MATLAB 
10691,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,JupyterLab 
10691,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Sublime Text
10693,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
10706,25-29,Woman,Kenya,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
10736,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
10738,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
10744,55-59,Man,Austria,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Visual Studio 
10746,22-24,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Other
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K,Visual Studio Code (VSCode) 
10752,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,50K - 100K, Other
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K,Visual Studio 
10753,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,25K - 50K,MATLAB 
10757,45-49,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,25K - 50K,
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Visual Studio Code (VSCode) 
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,PyCharm 
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,MATLAB 
10764,22-24,Man,China,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MATLAB 
10773,22-24,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
10776,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Jupyter Notebook
10787,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Sin experiencia,25K - 50K,
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Sublime Text
10790,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Visual Studio 
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,PyCharm 
10797,25-29,Woman,Spain,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Jupyter Notebook
10811,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Marketing/CRM,Senior+,,JupyterLab 
10811,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,Marketing/CRM,Senior+,,Jupyter Notebook
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K,RStudio 
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K, Spyder
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K, Notepad++
10815,50-54,Man,Colombia,No formal education past high school,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K,Jupyter Notebook
10826,30-34,Man,United Arab Emirates,No formal education past high school,Business Analyst,Retail/Sales,Junior,100K - 200K,PyCharm 
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Spyder
10838,25-29,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Notepad++
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,JupyterLab 
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Visual Studio Code (VSCode) 
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Notepad++
10845,25-29,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Jupyter Notebook
10846,35-39,Woman,Switzerland,Master’s degree,Business Analyst,,Senior,, Other
10872,25-29,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Spyder
10876,35-39,Man,Singapore,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Jupyter Notebook
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K, Vim / Emacs
10879,50-54,Woman,Belgium,Master’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K,Jupyter Notebook
10886,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,PyCharm 
10892,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,JupyterLab 
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,PyCharm 
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Notepad++
10907,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,MATLAB 
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,JupyterLab 
10910,30-34,Man,Israel,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,PyCharm 
