index,age,gender,country,education,role,field,cat_experience,cat_salary,learn_unido
12548,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,MySQL 
12548,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,MongoDB 
12548,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Microsoft Azure SQL Database 
12548,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Amazon Redshift 
12548,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Google Cloud BigTable 
12551,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
12556,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K,MongoDB 
12556,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K,Microsoft SQL Server 
12556,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K,Amazon DynamoDB 
12569,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
12569,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,SQLite 
12569,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MongoDB 
12578,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,MySQL 
12578,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,SQLite 
12578,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Oracle Database 
12578,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Microsoft SQL Server 
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MySQL 
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,PostgreSQL 
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Oracle Database 
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Microsoft SQL Server 
12579,22-24,Woman,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud BigQuery 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,MySQL 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,PostgreSQL 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,SQLite 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,Oracle Database 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,MongoDB 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,IBM Db2 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,Microsoft SQL Server 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,Microsoft Azure SQL Database 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,Amazon DynamoDB 
12599,30-34,Woman,Other,Professional doctorate,Data Analyst,Retail/Sales,Senior,< 25K,Google Cloud SQL 
12621,40-44,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 25K,MySQL 
12621,40-44,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 25K,IBM Db2 
12621,40-44,Man,Mexico,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 25K,Microsoft SQL Server 
12639,25-29,Woman,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,MySQL 
12639,25-29,Woman,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,MongoDB 
12639,25-29,Woman,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Amazon Aurora 
12675,25-29,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,Snowflake 
12675,25-29,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,Microsoft Azure Cosmos DB 
12675,25-29,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,Amazon DynamoDB 
12679,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,IBM Db2 
12679,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Microsoft Azure SQL Database 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,PostgreSQL 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,SQLite 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Oracle Database 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MongoDB 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,IBM Db2 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft SQL Server 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft Azure SQL Database 
12736,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft Azure Cosmos DB 
12747,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Amazon Redshift 
12747,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Amazon Aurora 
12747,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Amazon RDS 
12747,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Google Cloud BigQuery 
12747,35-39,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Sin experiencia,25K - 50K,Google Cloud BigTable 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Oracle Database 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft SQL Server 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure Cosmos DB 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Amazon Redshift 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Amazon Aurora 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Amazon DynamoDB 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Amazon RDS 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud SQL 
12779,22-24,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud BigTable 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,SQLite 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,IBM Db2 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
12795,35-39,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigQuery 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,MySQL 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,SQLite 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Microsoft SQL Server 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Amazon Redshift 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Google Cloud BigQuery 
12868,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Google Cloud SQL 
12872,40-44,Man,India,Master’s degree,Business Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
12873,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigTable 
12873,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Spanner 
12877,40-44,Man,United States of America,Master’s degree,Data Analyst,Marketing/CRM,Mid,100K - 200K,Microsoft SQL Server 
12928,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
12956,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Sin experiencia,50K - 100K,MySQL 
12956,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Sin experiencia,50K - 100K,MongoDB 
12956,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Sin experiencia,50K - 100K,Microsoft SQL Server 
12956,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,Military/Security/Defense,Sin experiencia,50K - 100K,Microsoft Azure SQL Database 
13029,45-49,Woman,France,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,MongoDB 
13029,45-49,Woman,France,Master’s degree,Business Analyst,Accounting/Finance,Senior+,50K - 100K,Microsoft Azure Cosmos DB 
13056,45-49,Man,Russia,Doctoral degree,Business Analyst,Broadcasting/Communications,Junior,< 25K,Microsoft Azure SQL Database 
13056,45-49,Man,Russia,Doctoral degree,Business Analyst,Broadcasting/Communications,Junior,< 25K,Microsoft Azure Cosmos DB 
13056,45-49,Man,Russia,Doctoral degree,Business Analyst,Broadcasting/Communications,Junior,< 25K,Google Cloud Spanner 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,MySQL 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,PostgreSQL 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,SQLite 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Oracle Database 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,IBM Db2 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft SQL Server 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft Azure SQL Database 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud BigQuery 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud SQL 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud Firestore 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud BigTable 
13063,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud Spanner 
13070,25-29,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,50K - 100K,Other
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,MySQL 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,PostgreSQL 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,SQLite 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Oracle Database 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Microsoft SQL Server 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Microsoft Azure SQL Database 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Amazon Aurora 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Amazon DynamoDB 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Google Cloud BigQuery 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Google Cloud SQL 
13078,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,Google Cloud BigTable 
13103,22-24,Man,India,Master’s degree,Data Analyst,Other,Sin experiencia,< 25K,Microsoft SQL Server 
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Oracle Database 
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Snowflake 
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Microsoft SQL Server 
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Microsoft Azure SQL Database 
13137,35-39,Man,Italy,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,25K - 50K,Amazon Redshift 
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,MySQL 
13153,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Google Cloud Firestore 
13166,25-29,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,MongoDB 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Snowflake 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Microsoft Azure SQL Database 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Microsoft Azure Cosmos DB 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Amazon Aurora 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Amazon DynamoDB 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Google Cloud BigQuery 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Google Cloud SQL 
13177,35-39,Woman,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Google Cloud BigTable 
13198,45-49,Man,Brazil,Doctoral degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,MySQL 
13198,45-49,Man,Brazil,Doctoral degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,PostgreSQL 
13198,45-49,Man,Brazil,Doctoral degree,Business Analyst,Energy/Mining,Senior+,25K - 50K,Microsoft SQL Server 
13217,30-34,Man,China,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,MySQL 
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,IBM Db2 
13233,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Google Cloud BigTable 
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,MySQL 
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,PostgreSQL 
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,Oracle Database 
13253,25-29,Prefer not to say,India,Master’s degree,Data Analyst,Other,Mid,< 25K,MongoDB 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,SQLite 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Oracle Database 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft SQL Server 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure SQL Database 
13284,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud SQL 
13305,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,SQLite 
13305,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Google Cloud SQL 
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,Google Cloud BigQuery 
13308,60-69,Man,Argentina,Master’s degree,Data Analyst,Academics/Education,Sin experiencia,25K - 50K,Google Cloud BigTable 
13323,25-29,Man,Japan,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,25K - 50K,MySQL 
13327,30-34,Man,Indonesia,No formal education past high school,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Google Cloud SQL 
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
13337,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud SQL 
13386,40-44,Man,Ukraine,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,25K - 50K,Amazon DynamoDB 
13386,40-44,Man,Ukraine,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,25K - 50K,Google Cloud SQL 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,MySQL 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,PostgreSQL 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,MongoDB 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Snowflake 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Microsoft Azure SQL Database 
13411,35-39,Man,Colombia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Amazon RDS 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,MySQL 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,SQLite 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Oracle Database 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,MongoDB 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Snowflake 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Microsoft Azure Cosmos DB 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Amazon Redshift 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Amazon DynamoDB 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Amazon RDS 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Google Cloud BigQuery 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Google Cloud SQL 
13418,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,25K - 50K,Google Cloud BigTable 
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,SQLite 
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,MongoDB 
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,Snowflake 
13420,35-39,Man,Germany,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,50K - 100K,Microsoft Azure SQL Database 
13450,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,MySQL 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,MongoDB 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Microsoft Azure SQL Database 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Amazon DynamoDB 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Firestore 
13460,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud BigTable 
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,Microsoft SQL Server 
13495,30-34,Man,Greece,Doctoral degree,Data Analyst,Accounting/Finance,Mid,< 25K,Microsoft Azure SQL Database 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,SQLite 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Oracle Database 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Snowflake 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,IBM Db2 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft SQL Server 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure SQL Database 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure Cosmos DB 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon Redshift 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon Aurora 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon DynamoDB 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigQuery 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud SQL 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Firestore 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigTable 
13500,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Spanner 
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,MySQL 
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Microsoft SQL Server 
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Amazon RDS 
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud BigQuery 
13503,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud SQL 
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MongoDB 
13510,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Amazon Redshift 
13514,22-24,Woman,India,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
13514,22-24,Woman,India,I prefer not to answer,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Microsoft Azure SQL Database 
13518,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Google Cloud SQL 
13534,35-39,Man,Australia,Master’s degree,Data Analyst,Energy/Mining,Mid,100K - 200K,Microsoft Azure SQL Database 
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MongoDB 
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Amazon Redshift 
13548,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Amazon DynamoDB 
